species,Wwi,d_V,genus,family,order,class,phylum,p_Am,kap,v,p_M,E_Hb,E_Hj,E_Hp,k_J,s_M,metamorphosis,estim_k_J,data_split
Prosopeia_tabuensis,2.5000000000e+02,2.8000000000e-01,Prosopeia,Psittacidae,Psittaciformes,Aves,Chordata,4.1826531896e+03,6.7487157603e-01,2.5313098441e-02,1.3223067165e+03,1.0115161843e+04,1.0115161844e+04,1.1049431628e+05,5.4169090296e-02,1.0000000000e+00,False,True,train
Protonibea_diacanthus,5.2200000000e+04,2.0000000000e-01,Protonibea,Sciaenidae,Sciaeniformes,Actinopterygii,Chordata,2.4816381562e+02,9.5365933322e-01,2.5330000000e-02,1.7645508252e+01,1.6299274677e-02,1.1279069368e-01,8.2390896344e+05,2.0000000000e-03,1.9049087129e+00,True,False,val
Protonotaria_citrea,2.2500000000e+01,2.8000000000e-01,Protonotaria,Parulidae,Passeriformes,Aves,Chordata,2.3301984057e+03,9.3615682222e-01,2.6879197171e-02,1.8795686120e+03,1.8383323427e+02,1.8383323429e+02,2.1655726366e+03,7.6927190422e-02,1.0000000000e+00,False,True,train
Psammophis_sibilans,2.3815100000e+03,3.0000000000e-01,Psammophis,Lamprophiidae,Squamata,Reptilia,Chordata,2.9106026915e+03,9.3225647329e-01,1.9368556848e-02,5.8042637184e+02,1.0852715816e+03,1.0852715817e+03,3.9233813630e+05,2.0000000000e-03,1.0000000000e+00,False,False,test
Psammophylax_rhombeatus,1.9000000000e+03,3.0000000000e-01,Psammophylax,Lamprophiidae,Squamata,Reptilia,Chordata,1.8474070560e+02,9.2017905947e-01,5.9038984353e-02,1.6159926291e+01,1.3050986778e+03,1.3050986780e+03,9.9354406614e+04,6.1871666657e-04,1.0000000000e+00,False,True,train
Psenopsis_anomala,4.8400000000e+02,2.0000000000e-01,Psenopsis,Centrolophidae,Scombriformes,Actinopterygii,Chordata,2.0658382771e+01,9.9997019655e-01,2.3102000000e-02,3.5850652739e+01,2.9228628533e-05,6.4993934468e-02,7.9825830877e+00,2.0000000000e-03,1.2787843149e+01,True,False,train
Psettodes_erumei,3.2000000000e+03,2.0000000000e-01,Psettodes,Psettodidae,Pleuronectiformes,Actinopterygii,Chordata,2.7108085118e+01,9.6205836896e-01,1.7292294067e-02,2.0682275999e+01,2.6407689589e-02,3.1846066760e+01,1.6790343120e+05,2.0000000000e-03,1.0585937026e+01,True,False,train
Pseudemydura_umbrina,4.1700000000e+02,3.0000000000e-01,Pseudemydura,Chelidae,Testudines,Reptilia,Chordata,2.2327334418e+02,6.4865663787e-01,2.5723656014e-02,1.8933426625e+01,1.0429021859e+04,1.0429021860e+04,5.4665596927e+05,1.9897754580e-03,1.0000000000e+00,False,True,train
Pseudemys_texana,4.8000000000e+03,3.0000000000e-01,Pseudemys,Emydidae,Testudines,Reptilia,Chordata,2.6875762984e+02,9.8947407237e-01,2.2885358374e-02,2.1987758690e+01,8.7579364872e+01,8.7579364881e+01,1.1734118976e+04,8.8452636131e-04,1.0000000000e+00,False,True,train
Pseudobagrus_vachellii,5.9074000000e+02,2.0000000000e-01,Pseudobagrus,Bagridae,Siluriformes,Actinopterygii,Chordata,5.1698126746e+01,9.8453049730e-01,2.0834492136e-02,1.9238052633e+01,4.4605753015e-01,9.4944077944e+00,3.2063012956e+03,2.0000000000e-03,2.7493756002e+00,True,False,train
Pseudobatos_horkelii,1.2300000000e+04,2.0000000000e-01,Pseudobatos,Rhinobatidae,Rhinopristiformes,Chondrichthyes,Chordata,1.4659074587e+03,9.4096435143e-01,3.2000000000e-02,1.3372908987e+02,2.2281680505e+03,2.2281680508e+03,5.9202884825e+05,2.0000000000e-03,1.0000000000e+00,False,False,train
Pseudobatos_percellens,4.0000000000e+03,2.0000000000e-01,Pseudobatos,Rhinobatidae,Rhinopristiformes,Chondrichthyes,Chordata,1.8859670375e+02,9.3314849692e-01,2.1741244277e-02,1.5797124736e+01,4.2239053610e+03,4.2239053614e+03,1.3236101331e+05,2.0000000000e-03,1.0000000000e+00,False,False,train
Pseudobulweria_rostrata,6.0000000000e+02,2.8000000000e-01,Pseudobulweria,Procellariidae,Procellariiformes,Aves,Chordata,2.0328933173e+03,6.7514353507e-01,1.8047842524e-02,4.2605619745e+02,2.9102869432e+04,2.9102869435e+04,3.7719692588e+05,1.7526756966e-02,1.0000000000e+00,False,True,train
Pseudocaranx_dentex,2.1172000000e+04,2.0000000000e-01,Pseudocaranx,Carangidae,Carangiformes,Actinopterygii,Chordata,1.7757425304e+02,9.9102872415e-01,2.0833999167e-02,1.9632754094e+01,8.7443811064e-03,9.0453209013e-02,1.2273046644e+04,1.1248175794e-03,2.1758657558e+00,True,True,train
Pseudochaenichthys_georgianus,2.8000000000e+03,2.0000000000e-01,Pseudochaenichthys,Channichthyidae,Perciformes,Actinopterygii,Chordata,5.5828543954e+02,7.2724471291e-01,1.3150279581e-01,2.2611833358e+02,5.0221847864e+01,1.4457757011e+04,7.5043363798e+06,2.0000000000e-03,6.3097367323e+00,True,False,train
Pseudochromis_flavivertex,3.3000000000e+00,2.0000000000e-01,Pseudochromis,Pseudochromidae,OvalentariaIncSed,Actinopterygii,Chordata,5.7269663444e+02,8.0193989692e-01,2.3953975810e-02,5.6047073634e+02,3.0360069056e-01,3.0360222584e-01,1.6479985234e+03,2.0000000000e-03,1.0000015332e+00,True,False,train
Pseudochromis_fuscus,6.3000000000e+00,2.0000000000e-01,Pseudochromis,Pseudochromidae,OvalentariaIncSed,Actinopterygii,Chordata,8.6427437413e+01,5.7825358969e-01,4.9791959735e-02,3.2532900000e+01,3.5035240783e+00,4.5515947665e+00,2.1905420310e+03,2.0000000000e-03,1.0880602321e+00,True,False,train
Pseudocyttus_maculatus,6.2700000000e+03,2.0000000000e-01,Pseudocyttus,Oreosomatidae,Zeiformes,Actinopterygii,Chordata,5.2161475359e+02,5.8821799616e-01,3.4688268286e-02,2.7485713199e+01,2.8691778254e+00,2.8691778257e+00,9.7740488013e+05,2.0000000000e-03,1.0000000000e+00,False,False,train
Pseudoleistes_virescens,7.9950000000e+01,2.8000000000e-01,Pseudoleistes,Icteridae,Passeriformes,Aves,Chordata,5.6635407627e+03,9.7568441314e-01,2.4254056005e-02,4.2817922393e+03,6.0030181268e+01,6.0030181274e+01,9.8190328523e+02,1.7538731190e-01,1.0000000000e+00,False,True,val
Pseudomys_novaehollandiae,1.7000000000e+01,3.0000000000e-01,Pseudomys,Muridae,Rodentia,Mammalia,Chordata,1.4996708734e+03,7.3407327967e-01,2.1488777345e-02,9.5979537288e+02,3.9574178507e+03,3.9574178511e+03,1.0499213547e+05,2.0000000000e-03,1.0000000000e+00,False,False,train
Pseudophryne_bibronii,7.1428571429e-01,2.8000000000e-01,Pseudophryne,Myobatrachidae,Anura,Amphibia,Chordata,9.8622899747e+02,5.4531714121e-01,3.0503317842e-02,1.0405613503e+03,1.2259210865e+01,2.9023682762e+02,4.6557760991e+03,2.0000000000e-03,1.0000000000e+00,False,False,train
Pseudoplatystoma_corruscans,7.3000000000e+04,2.0000000000e-01,Pseudoplatystoma,Pimelodidae,Siluriformes,Actinopterygii,Chordata,1.3612008900e+02,9.9733520178e-01,2.1036239776e-02,2.0069714181e+01,1.6238043962e-02,1.6054737632e+00,2.8034414324e+04,2.0000000000e-03,4.6134011633e+00,True,False,train
Pseudoplatystoma_fasciatum,1.2000000000e+04,2.0000000000e-01,Pseudoplatystoma,Pimelodidae,Siluriformes,Actinopterygii,Chordata,3.3257571281e+02,9.7894693059e-01,1.8544000000e-02,2.5611321345e+01,6.1589531742e-02,7.5311035613e-02,3.6544288526e+04,2.0000000000e-03,1.0689913859e+00,True,False,train
Pseudoplatystoma_punctifer,9.1000000000e+03,2.0000000000e-01,Pseudoplatystoma,Pimelodidae,Siluriformes,Actinopterygii,Chordata,2.3383596980e+02,5.5572437215e-01,2.1640200333e-02,1.9291434909e+01,3.4346541651e+00,3.1390483400e+01,2.2760242639e+06,1.0979790702e-03,2.0851229296e+00,True,True,train
Pseudoplatystoma_tigrinum,2.0600000000e+04,2.0000000000e-01,Pseudoplatystoma,Pimelodidae,Siluriformes,Actinopterygii,Chordata,3.6565000123e+02,3.5252491147e-01,1.5929000000e-02,1.5579850580e+01,4.1250596459e+00,2.8260800963e+01,3.5570901367e+07,7.6107826344e-04,1.8955464778e+00,True,True,train
Pseudopleuronectes_americanus,3.6000000000e+03,2.0000000000e-01,Pseudopleuronectes,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,3.5412036710e+02,4.5997313469e-01,2.3578027067e-02,8.4535063375e+01,7.3694202635e-01,9.2816417337e+01,7.3200942381e+05,2.0000000000e-03,4.9770357531e+00,True,False,test
Pseudopleuronectes_yokohamae,9.2300000000e+02,2.0000000000e-01,Pseudopleuronectes,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,2.4460373122e+02,5.0175252695e-01,2.4730000000e-02,3.4037406920e+01,4.2890666854e-01,1.2156729713e+01,1.0072481857e+06,2.0000000000e-03,3.0415960584e+00,True,False,val
Pseudoseisura_lophotes,6.9300000000e+01,2.8000000000e-01,Pseudoseisura,Furnariidae,Passeriformes,Aves,Chordata,1.3264213862e+03,9.6298190950e-01,3.1326104070e-02,6.0811340176e+02,4.2706399075e+02,4.2706399079e+02,6.7688771956e+03,2.4801297721e-02,1.0000000000e+00,False,True,test
Pseudosida_bidentata,5.1764705882e-04,1.7000000000e-01,Pseudosida,Sididae,Ctenopoda,Branchiopoda,Arthropoda,1.3779047094e+02,7.2260040166e-01,2.0389236357e-02,1.7329442951e+03,1.0406286389e-02,1.0406286390e-02,1.4954208902e-01,2.0000000000e-03,1.0000000000e+00,False,False,train
Pseudosida_ramosa,6.4705882353e-04,1.7000000000e-01,Pseudosida,Sididae,Ctenopoda,Branchiopoda,Arthropoda,7.2572790103e+01,7.5286167506e-01,1.7019428339e-02,8.0614611364e+02,1.7339687931e-02,1.7339687933e-02,3.3157923362e-01,2.0000000000e-03,1.0000000000e+00,False,False,train
Psiloscops_flammeolus,6.5600000000e+01,2.8000000000e-01,Psiloscops,Strigidae,Strigiformes,Aves,Chordata,1.8603792831e+03,9.3159634176e-01,2.5447038581e-02,9.9263015133e+02,7.8623881719e+02,7.8623881727e+02,7.5510476014e+03,4.0577095129e-02,1.0000000000e+00,False,True,train
Psittacula_eupatria,2.3800000000e+02,2.8000000000e-01,Psittacula,Psittacidae,Psittaciformes,Aves,Chordata,1.5918411582e+03,9.4984029443e-01,3.2032933769e-02,4.9795506077e+02,9.1554771942e+02,9.1554771951e+02,3.3435126309e+04,2.0517545150e-02,1.0000000000e+00,False,True,train
Psittacula_krameri,1.4000000000e+02,2.8000000000e-01,Psittacula,Psittaculidae,Psittaciformes,Aves,Chordata,1.3871773517e+03,8.8146705022e-01,2.5479650034e-02,4.9523878281e+02,1.4579319289e+03,1.4579319290e+03,4.4967763049e+04,2.0395627136e-02,1.0000000000e+00,False,True,train
Psittaculirostris_salvadorii,1.0000000000e+02,2.8000000000e-01,Psittaculirostris,Psittaculidae,Psittaciformes,Aves,Chordata,1.4843083398e+03,7.4171402576e-01,2.5267991739e-02,5.2136560088e+02,2.0857458600e+03,2.0857458602e+03,7.9728761551e+04,2.1015610459e-02,1.0000000000e+00,False,True,val
Psittrichas_fulgidus,8.6500000000e+02,2.8000000000e-01,Psittrichas,Psittrichasiidae,Psittaciformes,Aves,Chordata,2.2068217604e+03,9.6262658928e-01,2.4724492294e-02,5.4634816832e+02,6.0222864955e+02,6.0222864961e+02,5.0966254431e+04,2.2396431609e-02,1.0000000000e+00,False,True,train
Psophia_crepitans,1.3000000000e+03,2.8000000000e-01,Psophia,Psophiidae,Gruiformes,Aves,Chordata,7.6571824596e+03,9.4981955020e-01,2.2312905232e-02,2.5341218979e+03,8.9278009107e+02,8.9278009115e+02,2.4916068318e+04,1.0353889234e-01,1.0000000000e+00,False,True,train
Psophia_leucoptera,1.2560000000e+03,2.8000000000e-01,Psophia,Psophiidae,Gruiformes,Aves,Chordata,8.2390391346e+03,9.4518892768e-01,2.3735244567e-02,2.7390510127e+03,1.2084361302e+03,1.2084361303e+03,2.7578763300e+04,1.1230690497e-01,1.0000000000e+00,False,True,train
Pternistis_bicalcaratus,3.8100000000e+02,2.8000000000e-01,Pternistis,Phasianidae,Galliformes,Aves,Chordata,1.9083607254e+02,9.6193196661e-01,8.1273148447e-02,2.7991200674e+01,3.6622998181e+03,3.6622998185e+03,1.6739392074e+04,1.1490597961e-03,1.0000000000e+00,False,True,train
Pterocles_alchata,3.0975000000e+02,2.8000000000e-01,Pterocles,Pteroclidae,Pterocliformes,Aves,Chordata,2.1564505809e+03,9.7451126312e-01,2.4307584970e-02,7.6362950433e+02,4.4053835790e+02,4.4053835795e+02,9.8921924404e+03,3.1188709397e-02,1.0000000000e+00,False,True,train
Pterocles_namaqua,1.7200000000e+02,2.8000000000e-01,Pterocles,Pteroclidae,Pterocliformes,Aves,Chordata,5.6233003967e+03,9.5776846997e-01,2.8929987652e-02,3.0418216104e+03,3.4464026600e+02,3.4464026603e+02,5.2642135358e+03,1.2416604131e-01,1.0000000000e+00,False,True,train
Pterocles_orientalis,3.5500000000e+02,2.8000000000e-01,Pterocles,Pteroclidae,Pterocliformes,Aves,Chordata,2.9009339419e+03,9.6386141416e-01,2.5336355781e-02,1.0575865018e+03,7.3001081700e+02,7.3001081708e+02,1.3635915956e+04,4.2837102401e-02,1.0000000000e+00,False,True,train
Pterodoras_granulosus,6.5000000000e+03,2.0000000000e-01,Pterodoras,Doradidae,Siluriformes,Actinopterygii,Chordata,1.1695925008e+02,9.7393020630e-01,2.2682000000e-02,2.6814500000e+01,3.4577895514e-02,1.3960254855e+00,3.6852049502e+04,2.0000000000e-03,3.4215750672e+00,True,False,train
Pterodroma_atrata,5.6000000000e+02,2.8000000000e-01,Pterodroma,Procellariidae,Procellariiformes,Aves,Chordata,1.9797123452e+03,8.0921108106e-01,2.1661383939e-02,4.8301329671e+02,1.6616952523e+04,1.6616952524e+04,1.9785962829e+05,1.9806944016e-02,1.0000000000e+00,False,True,train
Pterodroma_axillaris,6.3000000000e+02,2.8000000000e-01,Pterodroma,Procellariidae,Procellariiformes,Aves,Chordata,1.6569460905e+02,9.6947358164e-01,4.4505690445e-02,2.1783252611e+01,7.7245254519e+03,7.7245254527e+03,8.8799450187e+04,8.9307394538e-04,1.0000000000e+00,False,True,train
Pterodroma_hypoleuca,3.6000000000e+02,2.8000000000e-01,Pterodroma,Procellariidae,Procellariiformes,Aves,Chordata,1.6155793227e+03,8.0124489928e-01,2.0018909347e-02,4.3674168127e+02,1.3093985254e+04,1.3093985255e+04,1.4728292806e+05,1.8037888922e-02,1.0000000000e+00,False,True,test
Pterodroma_incerta,7.5000000000e+02,2.8000000000e-01,Pterodroma,Procellariidae,Procellariiformes,Aves,Chordata,1.9110980867e+03,6.6020538340e-01,1.8733495637e-02,3.5125562259e+02,3.6975796636e+04,3.6975796639e+04,5.6731981832e+05,1.4296320493e-02,1.0000000000e+00,False,True,train
Pterodroma_leucoptera,5.5000000000e+02,2.8000000000e-01,Pterodroma,Procellariidae,Procellariiformes,Aves,Chordata,1.5570138643e+02,9.7724637181e-01,4.4780419289e-02,2.1398114068e+01,4.1018030963e+03,4.1018030967e+03,7.4483800475e+04,8.7685650731e-04,1.0000000000e+00,False,True,train
Pterodroma_macroptera,7.0000000000e+02,2.8000000000e-01,Pterodroma,Procellariidae,Procellariiformes,Aves,Chordata,2.0063776099e+03,7.1386021287e-01,1.9348178213e-02,4.1938922422e+02,2.4291531456e+04,2.4291531458e+04,3.7295751234e+05,1.7330372248e-02,1.0000000000e+00,False,True,test
Pterodroma_nigripennis,3.5000000000e+02,2.8000000000e-01,Pterodroma,Procellariidae,Procellariiformes,Aves,Chordata,2.0434126624e+03,7.0000000000e-01,1.9908454320e-02,5.2670839284e+02,1.5820693377e+04,1.5820693379e+04,2.0254764189e+05,2.1624661681e-02,1.0000000000e+00,False,True,val
Pterodroma_phaeopygia,7.0000000000e+02,2.8000000000e-01,Pterodroma,Procellariidae,Procellariiformes,Aves,Chordata,2.1718504916e+03,7.1102671526e-01,1.7673672033e-02,4.7084160154e+02,2.2433097285e+04,2.2433097288e+04,3.3213293774e+05,1.9616917081e-02,1.0000000000e+00,False,True,train
Pterodroma_pycrofti,2.5000000000e+02,2.8000000000e-01,Pterodroma,Procellariidae,Procellariiformes,Aves,Chordata,1.0927666778e+02,9.8906779856e-01,2.9456173184e-02,1.9940199337e+01,4.4898478196e+02,4.4898478201e+02,1.0600038333e+04,8.1724534473e-04,1.0000000000e+00,False,True,train
Pterodroma_sandwichensis,5.5200000000e+02,2.8000000000e-01,Pterodroma,Procellariidae,Procellariiformes,Aves,Chordata,2.4893392264e+03,6.7353361961e-01,1.6756856775e-02,5.8112354837e+02,2.6703821252e+04,2.6703821254e+04,2.7067944814e+05,2.3996320437e-02,1.0000000000e+00,False,True,val
Pterodroma_solandri,6.1000000000e+02,2.8000000000e-01,Pterodroma,Procellariidae,Procellariiformes,Aves,Chordata,2.2237952311e+03,7.0928038371e-01,1.7362778501e-02,5.1534333645e+02,1.8985405402e+04,1.8985405404e+04,2.7459746505e+05,2.1308307331e-02,1.0000000000e+00,False,True,train
Pteroglossus_bailloni,1.2000000000e+02,2.8000000000e-01,Pteroglossus,Ramphastidae,Piciformes,Aves,Chordata,1.4684034141e+03,8.6926772854e-01,3.6738143384e-02,4.9546495790e+02,1.6761082266e+03,1.6761082268e+03,5.9543407153e+04,2.0510762367e-02,1.0000000000e+00,False,True,val
Pteroglossus_castanotis,2.0000000000e+02,2.8000000000e-01,Pteroglossus,Ramphastidae,Piciformes,Aves,Chordata,1.7725607197e+03,8.9549954781e-01,4.0140048451e-02,5.3548032380e+02,1.7091100190e+03,1.7091100191e+03,7.1666941634e+04,2.1698235297e-02,1.0000000000e+00,False,True,train
Pteroglossus_torquatus,1.5500000000e+02,2.8000000000e-01,Pteroglossus,Ramphastidae,Piciformes,Aves,Chordata,1.8582505512e+03,8.4544031566e-01,3.8213525532e-02,5.8770658503e+02,2.9127454064e+03,2.9127454067e+03,8.1131862348e+04,2.4262996476e-02,1.0000000000e+00,False,True,train
Pteroglossus_viridis,1.3500000000e+02,2.8000000000e-01,Pteroglossus,Ramphastidae,Piciformes,Aves,Chordata,1.3556032018e+03,8.4837046619e-01,4.3605041932e-02,3.9957833064e+02,2.9920483758e+03,2.9920483761e+03,9.9277542734e+04,1.6450854826e-02,1.0000000000e+00,False,True,train
Pteroplatytrygon_violacea,4.9000000000e+04,2.0000000000e-01,Pteroplatytrygon,Dasyatidae,Myliobatiformes,Chondrichthyes,Chordata,6.3903993765e+02,7.3069796773e-01,7.7179825235e-02,1.8271683991e+01,1.9235114214e+05,1.9235114216e+05,3.8361474785e+06,2.0000000000e-03,1.0000000000e+00,False,False,val
Ptychocheilus_oregonensis,2.4000000000e+03,2.0000000000e-01,Ptychocheilus,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,4.7042752401e+02,8.5781629239e-01,3.9465691845e-02,4.5802674851e+01,2.3696247743e+00,2.3696425469e+00,1.0395654962e+05,2.0000000000e-03,1.0000024666e+00,True,False,test
Ptychoramphus_aleuticus,1.8400000000e+02,2.8000000000e-01,Ptychoramphus,Alcidae,Charadriiformes,Aves,Chordata,2.8031075078e+03,7.6507162267e-01,3.2441320776e-02,9.2032045699e+02,7.8505577725e+03,7.8505577733e+03,9.3807824390e+04,3.7327394879e-02,1.0000000000e+00,False,True,test
Puffinus_assimilis,3.0000000000e+02,2.8000000000e-01,Puffinus,Procellariidae,Procellariiformes,Aves,Chordata,1.2536444078e+02,9.6166882313e-01,3.9553254431e-02,2.0547727666e+01,6.8868839505e+03,6.8868839512e+03,6.5149254407e+04,8.4240418830e-04,1.0000000000e+00,False,True,train
Puffinus_baroli,2.1000000000e+02,2.8000000000e-01,Puffinus,Procellariidae,Procellariiformes,Aves,Chordata,1.3995924024e+03,7.2763577426e-01,1.8105901183e-02,4.0318169889e+02,1.6784069864e+04,1.6784069865e+04,1.3879394654e+05,1.6522993791e-02,1.0000000000e+00,False,True,val
Puffinus_gavia,5.2500000000e+02,2.8000000000e-01,Puffinus,Procellariidae,Procellariiformes,Aves,Chordata,1.4386305206e+03,9.1881546468e-01,2.0564304608e-02,3.7491444833e+02,5.1902079273e+03,5.1902079278e+03,8.4321611526e+04,1.5353934029e-02,1.0000000000e+00,False,True,train
Puffinus_huttoni,7.3000000000e+02,2.8000000000e-01,Puffinus,Procellariidae,Procellariiformes,Aves,Chordata,2.0119093182e+03,8.7926531294e-01,2.1052114833e-02,4.9400018406e+02,9.7161841721e+03,9.7161841731e+03,1.4179834843e+05,2.0296260754e-02,1.0000000000e+00,False,True,train
Puffinus_lherminieri,2.1000000000e+02,2.8000000000e-01,Puffinus,Procellariidae,Procellariiformes,Aves,Chordata,1.4447084455e+03,7.0456480756e-01,1.8707982478e-02,4.0322916776e+02,1.8653170299e+04,1.8653170300e+04,1.5472124978e+05,1.6674542090e-02,1.0000000000e+00,False,True,test
Puffinus_opisthomelas,5.4000000000e+02,2.8000000000e-01,Puffinus,Procellariidae,Procellariiformes,Aves,Chordata,1.3397192714e+03,9.2693967855e-01,2.2466921546e-02,3.3155320908e+02,6.4646836004e+03,6.4646836010e+03,8.6777013058e+04,1.3562719778e-02,1.0000000000e+00,False,True,test
Puffinus_puffinus,7.0000000000e+02,2.8000000000e-01,Puffinus,Procellariidae,Procellariiformes,Aves,Chordata,1.6410550890e+02,9.7693195122e-01,4.7106445117e-02,2.0816605277e+01,5.8539884777e+03,5.8539884783e+03,7.5310280214e+04,8.5337075953e-04,1.0000000000e+00,False,True,train
Pungitius_pungitius,4.4655684800e+00,2.0000000000e-01,Pungitius,Gasterosteidae,Perciformes,Actinopterygii,Chordata,2.4503048099e+02,9.9579074245e-01,7.7543326662e-02,2.6745919012e+02,3.7019501080e-02,1.4630474793e-01,2.1518603443e+01,2.0000000000e-03,1.5392643680e+00,True,False,train
Pycnochromis_margaritifer,1.6400000000e+01,2.0000000000e-01,Pycnochromis,Pomacentridae,OvalentariaIncSed,Actinopterygii,Chordata,4.3417667967e+01,4.8008431952e-01,2.1756666987e-02,2.2477332298e+01,1.2287220439e+00,1.8894337830e+01,1.3153016891e+04,2.0000000000e-03,2.4637574739e+00,True,False,train
Pycnogonum_litorale,7.7000000000e-02,1.7000000000e-01,Pycnogonum,Pycnogonidae,Pantapoda,Pycnogonida,Arthropoda,9.4307430103e+00,9.5109137673e-01,5.4061770624e-04,2.4734267589e+02,8.2881979737e-06,2.7372930491e-03,4.4353780754e+00,2.0000000000e-03,6.6666804934e+00,True,False,train
Pygoscelis_adeliae,5.0000000000e+03,2.8000000000e-01,Pygoscelis,Spheniscidae,Sphenisciformes,Aves,Chordata,2.3917823525e+03,9.9431283153e-01,3.2975743577e-02,3.1981588019e+02,5.4362946898e+02,5.4362946904e+02,1.1955769552e+04,1.3117370267e-02,1.0000000000e+00,False,True,val
Pygoscelis_antarcticus,4.0250000000e+03,2.8000000000e-01,Pygoscelis,Spheniscidae,Sphenisciformes,Aves,Chordata,2.8694639404e+03,9.8318549381e-01,3.1843807305e-02,4.3655749245e+02,1.8374120533e+03,1.8374120535e+03,7.0173449634e+04,1.7885522558e-02,1.0000000000e+00,False,True,val
Pygoscelis_papua,5.7150000000e+03,2.8000000000e-01,Pygoscelis,Spheniscidae,Sphenisciformes,Aves,Chordata,7.5727884578e+03,9.7491030123e-01,2.5331022148e-02,1.4938764520e+03,1.4491417270e+03,1.4491417272e+03,6.0211690293e+04,6.0898459250e-02,1.0000000000e+00,False,True,train
Pylodictis_olivaris,5.5800000000e+04,2.0000000000e-01,Pylodictis,Ictaluridae,Siluriformes,Actinopterygii,Chordata,4.0686098340e+02,9.5043420878e-01,2.4720591738e-02,1.6609508894e+01,7.8513383906e-01,7.8515648084e-01,1.2542248623e+05,2.0000000000e-03,1.0000095836e+00,True,False,train
Pyrrholaemus_sagittatus,1.2900000000e+01,2.8000000000e-01,Pyrrholaemus,Acanthizidae,Passeriformes,Aves,Chordata,7.0971906507e+02,8.7714482003e-01,2.5913403562e-02,4.5810966135e+02,6.4214973020e+02,6.4214973027e+02,6.6963118815e+03,1.8785797939e-02,1.0000000000e+00,False,True,train
Python_regius,2.2000000000e+03,3.0000000000e-01,Python,Pythonidae,Squamata,Reptilia,Chordata,5.6527733059e+02,8.6177640042e-01,4.8297913221e-02,4.0447509806e+01,4.9300706512e+04,4.9300706517e+04,7.1146809241e+05,1.9610000000e-03,1.0000000000e+00,False,False,train
Pyxicephalus_adspersus,8.3800000000e+02,2.8000000000e-01,Pyxicephalus,Pyxicephalidae,Anura,Amphibia,Chordata,1.3341214561e+03,9.9237496250e-01,1.2785363227e-01,1.8463948586e+02,2.2876251569e-01,1.0729268465e+01,9.2450112826e+02,2.0000000000e-03,1.0000000000e+00,False,False,train
Quadrula_quadrula,4.7900000000e+01,9.0000000000e-02,Quadrula,Unionidae,Unionoida,Bivalvia,Mollusca,3.4860363505e+01,9.9878071565e-01,1.8672059223e-02,1.1898973032e+01,3.3056086357e-07,3.3056600174e-07,9.9209732454e+00,1.5530119122e-03,1.0000051760e+00,True,True,train
Quintana_atrizona,2.1000000000e-01,2.0000000000e-01,Quintana,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,2.7085680171e+02,7.4917198652e-01,6.5613167493e-03,1.4468304522e+03,2.2974503471e+00,2.9716238117e+01,1.5053495825e+02,2.0000000000e-03,1.9523423664e+00,True,False,train
Quiscalus_major,1.1120000000e+02,2.8000000000e-01,Quiscalus,Icteridae,Passeriformes,Aves,Chordata,7.6382380408e+03,9.6955444180e-01,2.5914190430e-02,5.6260028830e+03,9.3010095420e+01,9.3010095430e+01,1.4203698928e+03,2.2980318620e-01,1.0000000000e+00,False,True,train
Quiscalus_mexicanus,1.1590000000e+02,2.8000000000e-01,Quiscalus,Icteridae,Passeriformes,Aves,Chordata,1.0015176091e+04,9.8035435041e-01,2.2496941447e-02,8.3919587756e+03,3.9370148488e+01,3.9370148492e+01,5.4529809305e+02,3.4329078257e-01,1.0000000000e+00,False,True,train
Quiscalus_quiscula,9.2600000000e+01,2.8000000000e-01,Quiscalus,Icteridae,Passeriformes,Aves,Chordata,5.6093473117e+03,9.6099870335e-01,2.5813895940e-02,3.8806343007e+03,1.3205959164e+02,1.3205959165e+02,2.1639144997e+03,1.5776664324e-01,1.0000000000e+00,False,True,test
Rachycentron_canadum,6.8600000000e+04,2.0000000000e-01,Rachycentron,Rachycentridae,Carangiformes,Actinopterygii,Chordata,2.9212581188e+03,8.7806360950e-01,6.2363532132e-02,2.3501388643e+02,9.1510977035e-02,4.3623108649e-01,5.5548901569e+05,2.0000000000e-03,1.6781963992e+00,True,False,train
Raja_asterias,3.1000000000e+03,2.0000000000e-01,Raja,Rajidae,Rajiformes,Chondrichthyes,Chordata,2.7367307808e+03,9.2222674811e-01,2.4110809936e-02,5.1158934870e+02,4.7147102234e+02,4.7147102239e+02,3.9496391014e+05,2.0000000000e-03,1.0000000000e+00,False,False,train
Raja_microocellata,5.2600000000e+04,2.0000000000e-01,Raja,Rajidae,Rajiformes,Chondrichthyes,Chordata,6.9468181644e+02,7.0039836556e-01,1.0106608250e-01,1.7678058922e+01,6.0444286492e+04,6.0444286498e+04,9.5623357435e+06,2.0000000000e-03,1.0000000000e+00,False,False,test
Raja_miraletus,1.4500000000e+03,2.0000000000e-01,Raja,Rajidae,Rajiformes,Chondrichthyes,Chordata,3.4531625273e+02,6.0000000000e-01,3.1345000000e-02,2.7538994162e+01,6.2935098166e+03,6.2935098172e+03,6.5425124132e+05,2.0000000000e-03,1.0000000000e+00,False,False,val
